,Year,Month,Travel_Mode,Card_type,Trip
2783,2021.0,January,Bus,On Demand,15373.0
2784,2021.0,January,Bus,School Student,81935.0
2785,2021.0,January,Bus,Senior/Pensioner,2447119.0
2786,2021.0,January,Ferry,Adult,211318.0
2787,2021.0,January,Ferry,CTP,141585.0
2788,2021.0,January,Ferry,Child/Youth,62949.0
2789,2021.0,January,Ferry,Concession,13986.0
2790,2021.0,January,Ferry,Day Pass Child/Youth w/o SAF,1.0
2791,2021.0,January,Ferry,Day Pass without SAF,18.0
2792,2021.0,January,Ferry,Employee,3292.0
2793,2021.0,January,Ferry,Free Travel,1329.0
2794,2021.0,January,Ferry,School Student,730.0
2795,2021.0,January,Ferry,Senior/Pensioner,94831.0
2796,2021.0,January,Ferry,Sgl Trip Ferry Adult,4247.0
2797,2021.0,January,Ferry,Sgl Trip Ferry Child/Youth,4985.0
2798,2021.0,January,Light Rail,Adult,627839.0
2799,2021.0,January,Light Rail,CTP,309592.0
2800,2021.0,January,Light Rail,Child/Youth,77802.0
2801,2021.0,January,Light Rail,Concession,64830.0
2802,2021.0,January,Light Rail,Day Pass without SAF,27.0
2803,2021.0,January,Light Rail,Employee,5735.0
2804,2021.0,January,Light Rail,Free Travel,1690.0
2805,2021.0,January,Light Rail,School Student,2499.0
2806,2021.0,January,Light Rail,Senior/Pensioner,181710.0
2807,2021.0,January,Light Rail,Sgl Trip LR Adult,918.0
2808,2021.0,January,Light Rail,Sgl Trip LR Child/Youth,987.0
2809,2021.0,January,Metro,Adult,489531.0
2810,2021.0,January,Metro,CTP,180974.0
2811,2021.0,January,Metro,Child/Youth,105764.0
2812,2021.0,January,Metro,Concession,67660.0
2813,2021.0,January,Metro,Day Pass without SAF,6.0
2814,2021.0,January,Metro,Employee,6574.0
2815,2021.0,January,Metro,Free Travel,812.0
2816,2021.0,January,Metro,School Student,5223.0
2817,2021.0,January,Metro,Senior/Pensioner,62489.0
2818,2021.0,January,Metro,Sgl Trip Rail Adult,1901.0
2819,2021.0,January,Metro,Sgl Trip Rail Child/Youth,3751.0
2820,2021.0,January,Train,Adult,7869191.0
2821,2021.0,January,Train,CTP,2686459.0
2822,2021.0,January,Train,Child/Youth,715610.0
2823,2021.0,January,Train,Concession,628940.0
2824,2021.0,January,Train,Day Pass Child/Youth w/o SAF,1.0
2825,2021.0,January,Train,Day Pass without SAF,721.0
2826,2021.0,January,Train,Employee,205188.0
2827,2021.0,January,Train,Free Travel,13909.0
2828,2021.0,January,Train,School Student,50576.0
2829,2021.0,January,Train,Senior/Pensioner,1384427.0
2830,2021.0,January,Train,Sgl Trip Rail Adult,31739.0
2831,2021.0,January,Train,Sgl Trip Rail Child/Youth,29775.0
2832,2021.0,February,Bus,Adult,5907430.0
2833,2021.0,February,Bus,Adult Single Bus Trip 1,152.0
2834,2021.0,February,Bus,Adult Single Bus Trip 2,33.0
2835,2021.0,February,Bus,Adult Single Bus Trip 3,11.0
2836,2021.0,February,Bus,CTP,2714548.0
2837,2021.0,February,Bus,Child/Youth,737454.0
2838,2021.0,February,Bus,Child/Youth Single Bus Trip 1,3.0
2839,2021.0,February,Bus,Child/Youth Single Bus Trip 3,2.0
2840,2021.0,February,Bus,Concession,707314.0
2841,2021.0,February,Bus,Day Pass Child/Youth w/o SAF,15.0
2842,2021.0,February,Bus,Day Pass without SAF,667.0
2843,2021.0,February,Bus,Employee,55329.0
2844,2021.0,February,Bus,Free Travel,26110.0
2845,2021.0,February,Bus,On Demand,18068.0
2846,2021.0,February,Bus,School Student,1989485.0
2847,2021.0,February,Bus,Senior/Pensioner,2808255.0
2848,2021.0,February,Ferry,Adult,218010.0
2849,2021.0,February,Ferry,CTP,148965.0
2850,2021.0,February,Ferry,Child/Youth,25386.0
2851,2021.0,February,Ferry,Concession,15515.0
2852,2021.0,February,Ferry,Day Pass without SAF,6.0
2853,2021.0,February,Ferry,Employee,3479.0
2854,2021.0,February,Ferry,Free Travel,1444.0
2855,2021.0,February,Ferry,School Student,9873.0
2856,2021.0,February,Ferry,Senior/Pensioner,118035.0
2857,2021.0,February,Ferry,Sgl Trip Ferry Adult,4346.0
2858,2021.0,February,Ferry,Sgl Trip Ferry Child/Youth,2201.0
2859,2021.0,February,Light Rail,Adult,759987.0
2860,2021.0,February,Light Rail,CTP,385649.0
2861,2021.0,February,Light Rail,Child/Youth,67431.0
2862,2021.0,February,Light Rail,Concession,159731.0
2863,2021.0,February,Light Rail,Day Pass without SAF,21.0
2864,2021.0,February,Light Rail,Employee,5960.0
2865,2021.0,February,Light Rail,Free Travel,1983.0
2866,2021.0,February,Light Rail,School Student,52130.0
2867,2021.0,February,Light Rail,Senior/Pensioner,228925.0
2868,2021.0,February,Light Rail,Sgl Trip LR Adult,884.0
2869,2021.0,February,Light Rail,Sgl Trip LR Child/Youth,506.0
2870,2021.0,February,Metro,Adult,642411.0
2871,2021.0,February,Metro,CTP,236161.0
2872,2021.0,February,Metro,Child/Youth,77584.0
2873,2021.0,February,Metro,Concession,104930.0
2874,2021.0,February,Metro,Day Pass without SAF,10.0
2875,2021.0,February,Metro,Employee,7230.0
2876,2021.0,February,Metro,Free Travel,1117.0
2877,2021.0,February,Metro,School Student,103196.0
2878,2021.0,February,Metro,Senior/Pensioner,85141.0
2879,2021.0,February,Metro,Sgl Trip Rail Adult,2486.0
2880,2021.0,February,Metro,Sgl Trip Rail Child/Youth,2792.0
2881,2021.0,February,Train,Adult,9681207.0
2882,2021.0,February,Train,CTP,3440694.0
2883,2021.0,February,Train,Child/Youth,556563.0
2884,2021.0,February,Train,Concession,980597.0
2885,2021.0,February,Train,Day Pass Child/Youth w/o SAF,3.0
2886,2021.0,February,Train,Day Pass without SAF,605.0
2887,2021.0,February,Train,Employee,221297.0
2888,2021.0,February,Train,Free Travel,20426.0
2889,2021.0,February,Train,School Student,1037993.0
2890,2021.0,February,Train,Senior/Pensioner,1758361.0
2891,2021.0,February,Train,Sgl Trip Rail Adult,44261.0
2892,2021.0,February,Train,Sgl Trip Rail Child/Youth,23446.0
2893,2021.0,March,Bus,Adult,6661997.0
2894,2021.0,March,Bus,Adult Single Bus Trip 1,92.0
2895,2021.0,March,Bus,Adult Single Bus Trip 2,35.0
2896,2021.0,March,Bus,Adult Single Bus Trip 3,19.0
2897,2021.0,March,Bus,CTP,3112024.0
2898,2021.0,March,Bus,Child/Youth,697395.0
2899,2021.0,March,Bus,Concession,1076821.0
2900,2021.0,March,Bus,Day Pass Child/Youth w/o SAF,31.0
2901,2021.0,March,Bus,Day Pass without SAF,725.0
2902,2021.0,March,Bus,Employee,62780.0
2903,2021.0,March,Bus,Free Travel,29437.0
2904,2021.0,March,Bus,On Demand,21078.0
2905,2021.0,March,Bus,School Student,2153901.0
2906,2021.0,March,Bus,Senior/Pensioner,3215739.0
2907,2021.0,March,Ferry,Adult,237686.0
2908,2021.0,March,Ferry,CTP,165859.0
2909,2021.0,March,Ferry,Child/Youth,31065.0
2910,2021.0,March,Ferry,Concession,16842.0
2911,2021.0,March,Ferry,Day Pass without SAF,16.0
2912,2021.0,March,Ferry,Employee,3991.0
2913,2021.0,March,Ferry,Free Travel,1492.0
2914,2021.0,March,Ferry,School Student,10491.0
2915,2021.0,March,Ferry,Senior/Pensioner,133259.0
2916,2021.0,March,Ferry,Sgl Trip Ferry Adult,6248.0
2917,2021.0,March,Ferry,Sgl Trip Ferry Child/Youth,3014.0
2918,2021.0,March,Light Rail,Adult,801365.0
2919,2021.0,March,Light Rail,CTP,413285.0
2920,2021.0,March,Light Rail,Child/Youth,52309.0
2921,2021.0,March,Light Rail,Concession,229557.0
2922,2021.0,March,Light Rail,Day Pass without SAF,27.0
2923,2021.0,March,Light Rail,Employee,6407.0
2924,2021.0,March,Light Rail,Free Travel,2132.0
2925,2021.0,March,Light Rail,School Student,50776.0
2926,2021.0,March,Light Rail,Senior/Pensioner,259203.0
2927,2021.0,March,Light Rail,Sgl Trip LR Adult,1081.0
2928,2021.0,March,Light Rail,Sgl Trip LR Child/Youth,492.0
2929,2021.0,March,Metro,Adult,753250.0
2930,2021.0,March,Metro,CTP,282204.0
2931,2021.0,March,Metro,Child/Youth,69779.0
2932,2021.0,March,Metro,Concession,202933.0
2933,2021.0,March,Metro,Day Pass without SAF,3.0
2934,2021.0,March,Metro,Employee,8584.0
2935,2021.0,March,Metro,Free Travel,1271.0
2936,2021.0,March,Metro,School Student,122144.0
2937,2021.0,March,Metro,Senior/Pensioner,100401.0
2938,2021.0,March,Metro,Sgl Trip Rail Adult,2989.0
2939,2021.0,March,Metro,Sgl Trip Rail Child/Youth,2756.0
2940,2021.0,March,Train,Adult,11142431.0
2941,2021.0,March,Train,CTP,4083006.0
2942,2021.0,March,Train,Child/Youth,532750.0
2943,2021.0,March,Train,Concession,1540913.0
2944,2021.0,March,Train,Day Pass Child/Youth w/o SAF,27.0
2945,2021.0,March,Train,Day Pass without SAF,725.0
2946,2021.0,March,Train,Employee,251744.0
2947,2021.0,March,Train,Free Travel,23298.0
2948,2021.0,March,Train,School Student,1190300.0
2949,2021.0,March,Train,Senior/Pensioner,2071838.0
2950,2021.0,March,Train,Sgl Trip Rail Adult,60743.0
2951,2021.0,March,Train,Sgl Trip Rail Child/Youth,28028.0
2952,2021.0,April,Bus,Adult,6250652.0
2953,2021.0,April,Bus,Adult Single Bus Trip 1,73.0
2954,2021.0,April,Bus,Adult Single Bus Trip 2,70.0
2955,2021.0,April,Bus,Adult Single Bus Trip 3,17.0
2956,2021.0,April,Bus,CTP,3177099.0
2957,2021.0,April,Bus,Child/Youth,936865.0
2958,2021.0,April,Bus,Child/Youth Single Bus Trip 1,5.0
2959,2021.0,April,Bus,Child/Youth Single Bus Trip 2,9.0
2960,2021.0,April,Bus,Child/Youth Single Bus Trip 3,1.0
2961,2021.0,April,Bus,Concession,846573.0
2962,2021.0,April,Bus,Day Pass Child/Youth w/o SAF,5.0
2963,2021.0,April,Bus,Day Pass without SAF,502.0
2964,2021.0,April,Bus,Employee,60810.0
2965,2021.0,April,Bus,Free Travel,28799.0
2966,2021.0,April,Bus,On Demand,19530.0
2967,2021.0,April,Bus,School Student,946897.0
2968,2021.0,April,Bus,Senior/Pensioner,3203204.0
2969,2021.0,April,Ferry,Adult,340228.0
2970,2021.0,April,Ferry,CTP,247035.0
2971,2021.0,April,Ferry,Child/Youth,96891.0
2972,2021.0,April,Ferry,Concession,17490.0
2973,2021.0,April,Ferry,Day Pass without SAF,15.0
2974,2021.0,April,Ferry,Employee,4982.0
2975,2021.0,April,Ferry,Free Travel,1974.0
2976,2021.0,April,Ferry,School Student,4864.0
2977,2021.0,April,Ferry,Senior/Pensioner,178749.0
2978,2021.0,April,Ferry,Sgl Trip Ferry Adult,18735.0
2979,2021.0,April,Ferry,Sgl Trip Ferry Child/Youth,15144.0
2980,2021.0,April,Light Rail,Adult,934599.0
2981,2021.0,April,Light Rail,CTP,521713.0
2982,2021.0,April,Light Rail,Child/Youth,125713.0
2983,2021.0,April,Light Rail,Concession,196902.0
2984,2021.0,April,Light Rail,Day Pass without SAF,19.0
2985,2021.0,April,Light Rail,Employee,7916.0
2986,2021.0,April,Light Rail,Free Travel,2956.0
2987,2021.0,April,Light Rail,School Student,22281.0
2988,2021.0,April,Light Rail,Senior/Pensioner,330539.0
2989,2021.0,April,Light Rail,Sgl Trip LR Adult,2765.0
2990,2021.0,April,Light Rail,Sgl Trip LR Child/Youth,2219.0
2991,2021.0,April,Metro,Adult,724933.0
2992,2021.0,April,Metro,CTP,294486.0
2993,2021.0,April,Metro,Child/Youth,112888.0
2994,2021.0,April,Metro,Concession,139038.0
2995,2021.0,April,Metro,Day Pass without SAF,7.0
2996,2021.0,April,Metro,Employee,8072.0
2997,2021.0,April,Metro,Free Travel,1412.0
2998,2021.0,April,Metro,School Student,56909.0
2999,2021.0,April,Metro,Senior/Pensioner,107808.0
3000,2021.0,April,Metro,Sgl Trip Rail Adult,3971.0
3001,2021.0,April,Metro,Sgl Trip Rail Child/Youth,5286.0
3002,2021.0,April,Train,Adult,10852255.0
3003,2021.0,April,Train,CTP,4379493.0
3004,2021.0,April,Train,Child/Youth,935882.0
3005,2021.0,April,Train,Concession,1227628.0
3006,2021.0,April,Train,Day Pass Child/Youth w/o SAF,8.0
3007,2021.0,April,Train,Day Pass without SAF,584.0
3008,2021.0,April,Train,Employee,239457.0
3009,2021.0,April,Train,Free Travel,23328.0
3010,2021.0,April,Train,School Student,534720.0
3011,2021.0,April,Train,Senior/Pensioner,2218946.0
3012,2021.0,April,Train,Sgl Trip Rail Adult,83270.0
3013,2021.0,April,Train,Sgl Trip Rail Child/Youth,56928.0
3014,2021.0,May,Bus,Adult,6504495.0
3015,2021.0,May,Bus,Adult Single Bus Trip 1,89.0
3016,2021.0,May,Bus,Adult Single Bus Trip 2,22.0
3017,2021.0,May,Bus,Adult Single Bus Trip 3,15.0
3018,2021.0,May,Bus,CTP,3319276.0
3019,2021.0,May,Bus,Child/Youth,684511.0
3020,2021.0,May,Bus,Child/Youth Single Bus Trip 1,7.0
3021,2021.0,May,Bus,Child/Youth Single Bus Trip 2,1.0
3022,2021.0,May,Bus,Child/Youth Single Bus Trip 3,3.0
3023,2021.0,May,Bus,Concession,920032.0
3024,2021.0,May,Bus,Day Pass Child/Youth w/o SAF,5.0
3025,2021.0,May,Bus,Day Pass without SAF,727.0
3026,2021.0,May,Bus,Employee,63334.0
3027,2021.0,May,Bus,Free Travel,28884.0
3028,2021.0,May,Bus,On Demand,20804.0
3029,2021.0,May,Bus,School Student,1849310.0
3030,2021.0,May,Bus,Senior/Pensioner,3258937.0
3031,2021.0,May,Ferry,Adult,246613.0
3032,2021.0,May,Ferry,CTP,192875.0
3033,2021.0,May,Ferry,Child/Youth,31202.0
3034,2021.0,May,Ferry,Concession,14721.0
3035,2021.0,May,Ferry,Day Pass Child/Youth w/o SAF,612.0
3036,2021.0,May,Ferry,Day Pass without SAF,38.0
3037,2021.0,May,Ferry,Employee,4583.0
3038,2021.0,May,Ferry,Free Travel,1648.0
3039,2021.0,May,Ferry,School Student,8929.0
3040,2021.0,May,Ferry,Senior/Pensioner,146719.0
3041,2021.0,May,Ferry,Sgl Trip Ferry Adult,8717.0
3042,2021.0,May,Ferry,Sgl Trip Ferry Child/Youth,4322.0
3043,2021.0,May,Light Rail,Adult,911130.0
3044,2021.0,May,Light Rail,CTP,520234.0
3045,2021.0,May,Light Rail,Child/Youth,60324.0
3046,2021.0,May,Light Rail,Concession,143357.0
3047,2021.0,May,Light Rail,Day Pass Child/Youth w/o SAF,87.0
3048,2021.0,May,Light Rail,Day Pass without SAF,25.0
3049,2021.0,May,Light Rail,Employee,7962.0
3050,2021.0,May,Light Rail,Free Travel,2610.0
3051,2021.0,May,Light Rail,School Student,41673.0
3052,2021.0,May,Light Rail,Senior/Pensioner,309228.0
3053,2021.0,May,Light Rail,Sgl Trip LR Adult,1663.0
3054,2021.0,May,Light Rail,Sgl Trip LR Child/Youth,992.0
3055,2021.0,May,Metro,Adult,784759.0
3056,2021.0,May,Metro,CTP,324035.0
3057,2021.0,May,Metro,Child/Youth,76183.0
3058,2021.0,May,Metro,Concession,172821.0
3059,2021.0,May,Metro,Day Pass without SAF,3.0
3060,2021.0,May,Metro,Employee,9284.0
3061,2021.0,May,Metro,Free Travel,1426.0
3062,2021.0,May,Metro,School Student,117474.0
3063,2021.0,May,Metro,Senior/Pensioner,114252.0
3064,2021.0,May,Metro,Sgl Trip Rail Adult,3415.0
3065,2021.0,May,Metro,Sgl Trip Rail Child/Youth,3857.0
3066,2021.0,May,Train,Adult,11083214.0
3067,2021.0,May,Train,CTP,4502379.0
3068,2021.0,May,Train,Child/Youth,551285.0
3069,2021.0,May,Train,Concession,1268868.0
3070,2021.0,May,Train,Day Pass Child/Youth w/o SAF,36.0
3071,2021.0,May,Train,Day Pass without SAF,690.0
3072,2021.0,May,Train,Employee,243732.0
3073,2021.0,May,Train,Free Travel,22989.0
3074,2021.0,May,Train,School Student,1070994.0
3075,2021.0,May,Train,Senior/Pensioner,2196224.0
3076,2021.0,May,Train,Sgl Trip Rail Adult,66707.0
3077,2021.0,May,Train,Sgl Trip Rail Child/Youth,31491.0
3078,2021.0,June,Bus,Adult,5480610.0
3079,2021.0,June,Bus,Adult Single Bus Trip 1,66.0
3080,2021.0,June,Bus,Adult Single Bus Trip 2,28.0
3081,2021.0,June,Bus,Adult Single Bus Trip 3,13.0
3082,2021.0,June,Bus,CTP,2814237.0
3083,2021.0,June,Bus,Child/Youth,570279.0
3084,2021.0,June,Bus,Child/Youth Single Bus Trip 1,3.0
3085,2021.0,June,Bus,Child/Youth Single Bus Trip 2,1.0
3086,2021.0,June,Bus,Child/Youth Single Bus Trip 3,2.0
3087,2021.0,June,Bus,Concession,682886.0
3088,2021.0,June,Bus,Day Pass Child/Youth w/o SAF,8.0
3089,2021.0,June,Bus,Day Pass without SAF,595.0
3090,2021.0,June,Bus,Employee,44912.0
3091,2021.0,June,Bus,Free Travel,24437.0
3092,2021.0,June,Bus,On Demand,18803.0
3093,2021.0,June,Bus,School Student,1404565.0
3094,2021.0,June,Bus,Senior/Pensioner,2817884.0
3095,2021.0,June,Ferry,Adult,185678.0
3096,2021.0,June,Ferry,CTP,141456.0
3097,2021.0,June,Ferry,Child/Youth,26586.0
3098,2021.0,June,Ferry,Concession,10512.0
3099,2021.0,June,Ferry,Day Pass Child/Youth w/o SAF,192.0
3100,2021.0,June,Ferry,Day Pass without SAF,4.0
3101,2021.0,June,Ferry,Employee,2662.0
3102,2021.0,June,Ferry,Free Travel,1268.0
3103,2021.0,June,Ferry,School Student,6187.0
3104,2021.0,June,Ferry,Senior/Pensioner,103636.0
3105,2021.0,June,Ferry,Sgl Trip Ferry Adult,5169.0
3106,2021.0,June,Ferry,Sgl Trip Ferry Child/Youth,3029.0
3107,2021.0,June,Light Rail,Adult,736205.0
3108,2021.0,June,Light Rail,CTP,429108.0
3109,2021.0,June,Light Rail,Child/Youth,46986.0
3110,2021.0,June,Light Rail,Concession,181712.0
3111,2021.0,June,Light Rail,Day Pass without SAF,17.0
3112,2021.0,June,Light Rail,Employee,5312.0
3113,2021.0,June,Light Rail,Free Travel,2067.0
3114,2021.0,June,Light Rail,School Student,30742.0
3115,2021.0,June,Light Rail,Senior/Pensioner,238740.0
3116,2021.0,June,Light Rail,Sgl Trip LR Adult,1127.0
3117,2021.0,June,Light Rail,Sgl Trip LR Child/Youth,685.0
3118,2021.0,June,Metro,Adult,617927.0
3119,2021.0,June,Metro,CTP,246817.0
3120,2021.0,June,Metro,Child/Youth,55744.0
3121,2021.0,June,Metro,Concession,104679.0
3122,2021.0,June,Metro,Day Pass without SAF,5.0
3123,2021.0,June,Metro,Employee,6129.0
3124,2021.0,June,Metro,Free Travel,1070.0
3125,2021.0,June,Metro,School Student,94870.0
3126,2021.0,June,Metro,Senior/Pensioner,89799.0
3127,2021.0,June,Metro,Sgl Trip Rail Adult,2213.0
3128,2021.0,June,Metro,Sgl Trip Rail Child/Youth,2771.0
3129,2021.0,June,Train,Adult,9207753.0
3130,2021.0,June,Train,CTP,3730766.0
3131,2021.0,June,Train,Child/Youth,432363.0
3132,2021.0,June,Train,Concession,902120.0
3133,2021.0,June,Train,Day Pass Child/Youth w/o SAF,10.0
3134,2021.0,June,Train,Day Pass without SAF,656.0
3135,2021.0,June,Train,Employee,174401.0
3136,2021.0,June,Train,Free Travel,18227.0
3137,2021.0,June,Train,School Student,834277.0
3138,2021.0,June,Train,Senior/Pensioner,1818996.0
3139,2021.0,June,Train,Sgl Trip Rail Adult,47869.0
3140,2021.0,June,Train,Sgl Trip Rail Child/Youth,26038.0
3141,2021.0,July,Bus,Adult,2299880.0
3142,2021.0,July,Bus,Adult Single Bus Trip 1,56.0
3143,2021.0,July,Bus,Adult Single Bus Trip 2,25.0
3144,2021.0,July,Bus,Adult Single Bus Trip 3,11.0
3145,2021.0,July,Bus,CTP,1083341.0
3146,2021.0,July,Bus,Child/Youth,167037.0
3147,2021.0,July,Bus,Child/Youth Single Bus Trip 1,1.0
3148,2021.0,July,Bus,Child/Youth Single Bus Trip 2,1.0
3149,2021.0,July,Bus,Concession,179630.0
3150,2021.0,July,Bus,Day Pass without SAF,386.0
3151,2021.0,July,Bus,Employee,20412.0
3152,2021.0,July,Bus,Free Travel,10140.0
3153,2021.0,July,Bus,On Demand,9478.0
3154,2021.0,July,Bus,School Student,74866.0
3155,2021.0,July,Bus,Senior/Pensioner,1261330.0
3156,2021.0,July,Ferry,Adult,30457.0
3157,2021.0,July,Ferry,CTP,25112.0
3158,2021.0,July,Ferry,Child/Youth,3759.0
3159,2021.0,July,Ferry,Concession,1684.0
3160,2021.0,July,Ferry,Day Pass without SAF,4.0
3161,2021.0,July,Ferry,Employee,734.0
3162,2021.0,July,Ferry,Free Travel,353.0
3163,2021.0,July,Ferry,School Student,703.0
3164,2021.0,July,Ferry,Senior/Pensioner,17700.0
3165,2021.0,July,Ferry,Sgl Trip Ferry Adult,196.0
3166,2021.0,July,Ferry,Sgl Trip Ferry Child/Youth,185.0
3167,2021.0,July,Light Rail,Adult,186420.0
3168,2021.0,July,Light Rail,CTP,89160.0
3169,2021.0,July,Light Rail,Child/Youth,6128.0
3170,2021.0,July,Light Rail,Concession,14281.0
3171,2021.0,July,Light Rail,Day Pass without SAF,8.0
3172,2021.0,July,Light Rail,Employee,1630.0
3173,2021.0,July,Light Rail,Free Travel,550.0
3174,2021.0,July,Light Rail,School Student,1199.0
3175,2021.0,July,Light Rail,Senior/Pensioner,51834.0
3176,2021.0,July,Light Rail,Sgl Trip LR Adult,154.0
3177,2021.0,July,Light Rail,Sgl Trip LR Child/Youth,127.0
3178,2021.0,July,Metro,Adult,179849.0
3179,2021.0,July,Metro,CTP,62260.0
3180,2021.0,July,Metro,Child/Youth,5913.0
3181,2021.0,July,Metro,Concession,17652.0
3182,2021.0,July,Metro,Day Pass without SAF,2.0
3183,2021.0,July,Metro,Employee,2308.0
3184,2021.0,July,Metro,Free Travel,191.0
3185,2021.0,July,Metro,School Student,616.0
3186,2021.0,July,Metro,Senior/Pensioner,18309.0
3187,2021.0,July,Metro,Sgl Trip Rail Adult,455.0
3188,2021.0,July,Metro,Sgl Trip Rail Child/Youth,640.0
3189,2021.0,July,Train,Adult,3303530.0
3190,2021.0,July,Train,CTP,1055844.0
3191,2021.0,July,Train,Child/Youth,66913.0
3192,2021.0,July,Train,Concession,171887.0
3193,2021.0,July,Train,Day Pass without SAF,386.0
3194,2021.0,July,Train,Employee,90532.0
3195,2021.0,July,Train,Free Travel,5093.0
3196,2021.0,July,Train,School Student,13373.0
3197,2021.0,July,Train,Senior/Pensioner,542932.0
3198,2021.0,July,Train,Sgl Trip Rail Adult,10479.0
3199,2021.0,July,Train,Sgl Trip Rail Child/Youth,7864.0
3200,2021.0,August,Bus,Adult,1945211.0
3201,2021.0,August,Bus,Adult Single Bus Trip 1,62.0
3202,2021.0,August,Bus,Adult Single Bus Trip 2,29.0
3203,2021.0,August,Bus,Adult Single Bus Trip 3,9.0
3204,2021.0,August,Bus,CTP,949416.0
3205,2021.0,August,Bus,Child/Youth,100445.0
3206,2021.0,August,Bus,Child/Youth Single Bus Trip 1,1.0
3207,2021.0,August,Bus,Concession,129968.0
3208,2021.0,August,Bus,Day Pass Child/Youth w/o SAF,4.0
3209,2021.0,August,Bus,Day Pass without SAF,405.0
3210,2021.0,August,Bus,Employee,17777.0
3211,2021.0,August,Bus,Free Travel,8885.0
3212,2021.0,August,Bus,On Demand,6463.0
3213,2021.0,August,Bus,School Student,48228.0
3214,2021.0,August,Bus,Senior/Pensioner,1080294.0
3215,2021.0,August,Ferry,Adult,22078.0
3216,2021.0,August,Ferry,CTP,20015.0
3217,2021.0,August,Ferry,Child/Youth,1563.0
3218,2021.0,August,Ferry,Concession,951.0
3219,2021.0,August,Ferry,Day Pass without SAF,3.0
3220,2021.0,August,Ferry,Employee,739.0
3221,2021.0,August,Ferry,Free Travel,169.0
3222,2021.0,August,Ferry,School Student,321.0
3223,2021.0,August,Ferry,Senior/Pensioner,13459.0
3224,2021.0,August,Ferry,Sgl Trip Ferry Adult,172.0
3225,2021.0,August,Ferry,Sgl Trip Ferry Child/Youth,148.0
3226,2021.0,August,Light Rail,Adult,153727.0
3227,2021.0,August,Light Rail,CTP,75088.0
3228,2021.0,August,Light Rail,Child/Youth,2399.0
3229,2021.0,August,Light Rail,Concession,9962.0
3230,2021.0,August,Light Rail,Day Pass without SAF,12.0
3231,2021.0,August,Light Rail,Employee,1411.0
3232,2021.0,August,Light Rail,Free Travel,401.0
3233,2021.0,August,Light Rail,School Student,604.0
3234,2021.0,August,Light Rail,Senior/Pensioner,42738.0
3235,2021.0,August,Light Rail,Sgl Trip LR Adult,72.0
3236,2021.0,August,Light Rail,Sgl Trip LR Child/Youth,52.0
3237,2021.0,August,Metro,Adult,132635.0
3238,2021.0,August,Metro,CTP,44113.0
3239,2021.0,August,Metro,Child/Youth,3023.0
3240,2021.0,August,Metro,Concession,11687.0
3241,2021.0,August,Metro,Day Pass without SAF,4.0
3242,2021.0,August,Metro,Employee,1519.0
3243,2021.0,August,Metro,Free Travel,128.0
3244,2021.0,August,Metro,School Student,705.0
3245,2021.0,August,Metro,Senior/Pensioner,13021.0
3246,2021.0,August,Metro,Sgl Trip Rail Adult,276.0
3247,2021.0,August,Metro,Sgl Trip Rail Child/Youth,507.0
3248,2021.0,August,Train,Adult,2672862.0
3249,2021.0,August,Train,CTP,902288.0
3250,2021.0,August,Train,Child/Youth,38935.0
3251,2021.0,August,Train,Concession,122594.0
3252,2021.0,August,Train,Day Pass Child/Youth w/o SAF,1.0
3253,2021.0,August,Train,Day Pass without SAF,432.0
3254,2021.0,August,Train,Employee,63791.0
3255,2021.0,August,Train,Free Travel,4012.0
3256,2021.0,August,Train,School Student,8871.0
3257,2021.0,August,Train,Senior/Pensioner,419744.0
3258,2021.0,August,Train,Sgl Trip Rail Adult,7516.0
3259,2021.0,August,Train,Sgl Trip Rail Child/Youth,4843.0
3260,2021.0,September,Bus,Adult,2026419.0
3261,2021.0,September,Bus,Adult Single Bus Trip 1,47.0
3262,2021.0,September,Bus,Adult Single Bus Trip 2,17.0
3263,2021.0,September,Bus,Adult Single Bus Trip 3,8.0
3264,2021.0,September,Bus,CTP,1072112.0
3265,2021.0,September,Bus,Child/Youth,152734.0
3266,2021.0,September,Bus,Child/Youth Single Bus Trip 1,1.0
3267,2021.0,September,Bus,Concession,134804.0
3268,2021.0,September,Bus,Day Pass Child/Youth w/o SAF,6.0
3269,2021.0,September,Bus,Day Pass without SAF,424.0
3270,2021.0,September,Bus,Employee,21387.0
3271,2021.0,September,Bus,Free Travel,9912.0
3272,2021.0,September,Bus,On Demand,7547.0
3273,2021.0,September,Bus,School Student,21891.0
3274,2021.0,September,Bus,Senior/Pensioner,1209858.0
3275,2021.0,September,Ferry,Adult,28620.0
3276,2021.0,September,Ferry,CTP,26730.0
3277,2021.0,September,Ferry,Child/Youth,4618.0
3278,2021.0,September,Ferry,Concession,1114.0
3279,2021.0,September,Ferry,Employee,876.0
3280,2021.0,September,Ferry,Free Travel,272.0
3281,2021.0,September,Ferry,School Student,115.0
3282,2021.0,September,Ferry,Senior/Pensioner,19998.0
3283,2021.0,September,Ferry,Sgl Trip Ferry Adult,214.0
3284,2021.0,September,Ferry,Sgl Trip Ferry Child/Youth,367.0
3285,2021.0,September,Light Rail,Adult,181468.0
3286,2021.0,September,Light Rail,CTP,95276.0
3287,2021.0,September,Light Rail,Child/Youth,5447.0
3288,2021.0,September,Light Rail,Concession,11478.0
3289,2021.0,September,Light Rail,Day Pass without SAF,14.0
3290,2021.0,September,Light Rail,Employee,1728.0
