,Year,Month,Travel_Mode,Card_type,Trip
678,2017.0,November,Train,Adult,25763265.0
679,2017.0,November,Train,Child/Youth,1062144.0
680,2017.0,November,Train,Concession,1827754.0
681,2017.0,November,Train,Day Pass without SAF,2.0
682,2017.0,November,Train,Employee,300528.0
683,2017.0,November,Train,Free Travel,32193.0
684,2017.0,November,Train,School Student,1065221.0
685,2017.0,November,Train,Senior/Pensioner,2979774.0
686,2017.0,November,Train,Sgl Trip Rail Adult,366190.0
687,2017.0,November,Train,Sgl Trip Rail Child/Youth,60053.0
688,2017.0,December,Bus,Adult,13321082.0
689,2017.0,December,Bus,Adult Single Bus Trip 1,158523.0
690,2017.0,December,Bus,Adult Single Bus Trip 2,91020.0
691,2017.0,December,Bus,Adult Single Bus Trip 3,33611.0
692,2017.0,December,Bus,Child/Youth,1412859.0
693,2017.0,December,Bus,Child/Youth Single Bus Trip 1,48701.0
694,2017.0,December,Bus,Child/Youth Single Bus Trip 2,38599.0
695,2017.0,December,Bus,Child/Youth Single Bus Trip 3,11737.0
696,2017.0,December,Bus,Concession,1066654.0
697,2017.0,December,Bus,Day Pass Child/Youth w/o SAF,2.0
698,2017.0,December,Bus,Employee,69644.0
699,2017.0,December,Bus,Free Travel,35334.0
700,2017.0,December,Bus,School Student,926795.0
701,2017.0,December,Bus,Senior/Pensioner,3927879.0
702,2017.0,December,Ferry,Adult,1046211.0
703,2017.0,December,Ferry,CTP,2307.0
704,2017.0,December,Ferry,Child/Youth,146402.0
705,2017.0,December,Ferry,Concession,28201.0
706,2017.0,December,Ferry,Employee,5165.0
707,2017.0,December,Ferry,Free Travel,2099.0
708,2017.0,December,Ferry,School Student,988.0
709,2017.0,December,Ferry,Senior/Pensioner,185440.0
710,2017.0,December,Ferry,Sgl Trip Ferry Adult,75067.0
711,2017.0,December,Ferry,Sgl Trip Ferry Child/Youth,18807.0
712,2017.0,December,Light Rail,Adult,643916.0
713,2017.0,December,Light Rail,Child/Youth,49043.0
714,2017.0,December,Light Rail,Concession,28319.0
715,2017.0,December,Light Rail,Employee,1.0
716,2017.0,December,Light Rail,Free Travel,852.0
717,2017.0,December,Light Rail,School Student,1860.0
718,2017.0,December,Light Rail,Senior/Pensioner,148175.0
719,2017.0,December,Light Rail,Sgl Trip LR Adult,5741.0
720,2017.0,December,Light Rail,Sgl Trip LR Child/Youth,1399.0
721,2017.0,December,Train,Adult,22729922.0
722,2017.0,December,Train,Child/Youth,1423432.0
723,2017.0,December,Train,Concession,1406927.0
724,2017.0,December,Train,Employee,254579.0
725,2017.0,December,Train,Free Travel,26829.0
726,2017.0,December,Train,School Student,385688.0
727,2017.0,December,Train,Senior/Pensioner,2749627.0
728,2017.0,December,Train,Sgl Trip Rail Adult,396404.0
729,2017.0,December,Train,Sgl Trip Rail Child/Youth,94481.0
730,2018.0,January,Bus,Adult,13665898.0
731,2018.0,January,Bus,Adult Single Bus Trip 1,144931.0
732,2018.0,January,Bus,Adult Single Bus Trip 2,80665.0
733,2018.0,January,Bus,Adult Single Bus Trip 3,29410.0
734,2018.0,January,Bus,Child/Youth,1559929.0
735,2018.0,January,Bus,Child/Youth Single Bus Trip 1,49176.0
736,2018.0,January,Bus,Child/Youth Single Bus Trip 2,40857.0
737,2018.0,January,Bus,Child/Youth Single Bus Trip 3,12535.0
738,2018.0,January,Bus,Concession,1022052.0
739,2018.0,January,Bus,Employee,67410.0
740,2018.0,January,Bus,Free Travel,34628.0
741,2018.0,January,Bus,On Demand,232.0
742,2018.0,January,Bus,Other,24389.0
743,2018.0,January,Bus,School Student,186979.0
744,2018.0,January,Bus,Senior/Pensioner,3857789.0
745,2018.0,January,Ferry,Adult,1112314.0
746,2018.0,January,Ferry,CTP,2466.0
747,2018.0,January,Ferry,Child/Youth,199548.0
748,2018.0,January,Ferry,Concession,29192.0
749,2018.0,January,Ferry,Employee,6262.0
750,2018.0,January,Ferry,Free Travel,2417.0
751,2018.0,January,Ferry,School Student,252.0
752,2018.0,January,Ferry,Senior/Pensioner,220589.0
753,2018.0,January,Ferry,Sgl Trip Ferry Adult,79580.0
754,2018.0,January,Ferry,Sgl Trip Ferry Child/Youth,23423.0
755,2018.0,January,Light Rail,Adult,142036.0
756,2018.0,January,Light Rail,Child/Youth,14275.0
757,2018.0,January,Light Rail,Concession,6681.0
758,2018.0,January,Light Rail,Free Travel,194.0
759,2018.0,January,Light Rail,School Student,441.0
760,2018.0,January,Light Rail,Senior/Pensioner,28435.0
761,2018.0,January,Light Rail,Sgl Trip LR Adult,1211.0
762,2018.0,January,Light Rail,Sgl Trip LR Child/Youth,447.0
763,2018.0,January,Train,Adult,22118391.0
764,2018.0,January,Train,Child/Youth,1491713.0
765,2018.0,January,Train,Concession,1278438.0
766,2018.0,January,Train,Day Pass without SAF,1.0
767,2018.0,January,Train,Employee,237035.0
768,2018.0,January,Train,Free Travel,24340.0
769,2018.0,January,Train,School Student,80493.0
770,2018.0,January,Train,Senior/Pensioner,2550328.0
771,2018.0,January,Train,Sgl Trip Rail Adult,317462.0
772,2018.0,January,Train,Sgl Trip Rail Child/Youth,88665.0
773,2018.0,February,Bus,Adult,14158256.0
774,2018.0,February,Bus,Adult Single Bus Trip 1,135021.0
775,2018.0,February,Bus,Adult Single Bus Trip 2,72765.0
776,2018.0,February,Bus,Adult Single Bus Trip 3,25901.0
777,2018.0,February,Bus,Child/Youth,1271723.0
778,2018.0,February,Bus,Child/Youth Single Bus Trip 1,28631.0
779,2018.0,February,Bus,Child/Youth Single Bus Trip 2,19424.0
780,2018.0,February,Bus,Child/Youth Single Bus Trip 3,5413.0
781,2018.0,February,Bus,Concession,1275676.0
782,2018.0,February,Bus,Employee,71212.0
783,2018.0,February,Bus,Free Travel,36666.0
784,2018.0,February,Bus,On Demand,672.0
785,2018.0,February,Bus,Other,55421.0
786,2018.0,February,Bus,School Student,2701483.0
787,2018.0,February,Bus,Senior/Pensioner,3956457.0
788,2018.0,February,Ferry,Adult,902195.0
789,2018.0,February,Ferry,CTP,2069.0
790,2018.0,February,Ferry,Child/Youth,65080.0
791,2018.0,February,Ferry,Concession,24733.0
792,2018.0,February,Ferry,Employee,4994.0
793,2018.0,February,Ferry,Free Travel,2129.0
794,2018.0,February,Ferry,School Student,2904.0
795,2018.0,February,Ferry,Senior/Pensioner,184482.0
796,2018.0,February,Ferry,Sgl Trip Ferry Adult,63773.0
797,2018.0,February,Ferry,Sgl Trip Ferry Child/Youth,8079.0
798,2018.0,February,Light Rail,Adult,550240.0
799,2018.0,February,Light Rail,Child/Youth,35485.0
800,2018.0,February,Light Rail,Concession,26363.0
801,2018.0,February,Light Rail,Free Travel,793.0
802,2018.0,February,Light Rail,School Student,6277.0
803,2018.0,February,Light Rail,Senior/Pensioner,135060.0
804,2018.0,February,Light Rail,Sgl Trip LR Adult,4590.0
805,2018.0,February,Light Rail,Sgl Trip LR Child/Youth,737.0
806,2018.0,February,Train,Adult,23096119.0
807,2018.0,February,Train,Child/Youth,1013582.0
808,2018.0,February,Train,Concession,1546266.0
809,2018.0,February,Train,Employee,259220.0
810,2018.0,February,Train,Free Travel,27068.0
811,2018.0,February,Train,School Student,1071662.0
812,2018.0,February,Train,Senior/Pensioner,2656033.0
813,2018.0,February,Train,Sgl Trip Rail Adult,314269.0
814,2018.0,February,Train,Sgl Trip Rail Child/Youth,51872.0
815,2018.0,March,Bus,Adult,15671919.0
816,2018.0,March,Bus,Adult Single Bus Trip 1,149812.0
817,2018.0,March,Bus,Adult Single Bus Trip 2,81989.0
818,2018.0,March,Bus,Adult Single Bus Trip 3,28085.0
819,2018.0,March,Bus,Child/Youth,1325239.0
820,2018.0,March,Bus,Child/Youth Single Bus Trip 1,33439.0
821,2018.0,March,Bus,Child/Youth Single Bus Trip 2,22468.0
822,2018.0,March,Bus,Child/Youth Single Bus Trip 3,6274.0
823,2018.0,March,Bus,Concession,2271925.0
824,2018.0,March,Bus,Day Pass Child/Youth w/o SAF,17.0
825,2018.0,March,Bus,Day Pass without SAF,45.0
826,2018.0,March,Bus,Employee,77210.0
827,2018.0,March,Bus,Free Travel,40280.0
828,2018.0,March,Bus,On Demand,1049.0
829,2018.0,March,Bus,Other,64634.0
830,2018.0,March,Bus,School Student,2983327.0
831,2018.0,March,Bus,Senior/Pensioner,4303012.0
832,2018.0,March,Ferry,Adult,977515.0
833,2018.0,March,Ferry,CTP,14690.0
834,2018.0,March,Ferry,Child/Youth,77736.0
835,2018.0,March,Ferry,Concession,32530.0
836,2018.0,March,Ferry,Employee,4829.0
837,2018.0,March,Ferry,Free Travel,2048.0
838,2018.0,March,Ferry,School Student,2544.0
839,2018.0,March,Ferry,Senior/Pensioner,200909.0
840,2018.0,March,Ferry,Sgl Trip Ferry Adult,61722.0
841,2018.0,March,Ferry,Sgl Trip Ferry Child/Youth,10095.0
842,2018.0,March,Light Rail,Adult,615888.0
843,2018.0,March,Light Rail,CTP,3018.0
844,2018.0,March,Light Rail,Child/Youth,35724.0
845,2018.0,March,Light Rail,Concession,34138.0
846,2018.0,March,Light Rail,Free Travel,860.0
847,2018.0,March,Light Rail,School Student,5884.0
848,2018.0,March,Light Rail,Senior/Pensioner,143404.0
849,2018.0,March,Light Rail,Sgl Trip LR Adult,4325.0
850,2018.0,March,Light Rail,Sgl Trip LR Child/Youth,648.0
851,2018.0,March,Train,Adult,26186985.0
852,2018.0,March,Train,Child/Youth,1149786.0
853,2018.0,March,Train,Concession,2756796.0
854,2018.0,March,Train,Day Pass Child/Youth w/o SAF,4.0
855,2018.0,March,Train,Day Pass without SAF,32.0
856,2018.0,March,Train,Employee,289223.0
857,2018.0,March,Train,Free Travel,30090.0
858,2018.0,March,Train,School Student,1154541.0
859,2018.0,March,Train,Senior/Pensioner,2976317.0
860,2018.0,March,Train,Sgl Trip Rail Adult,361338.0
861,2018.0,March,Train,Sgl Trip Rail Child/Youth,62376.0
862,2018.0,April,Bus,Adult,14183574.0
863,2018.0,April,Bus,Adult Single Bus Trip 1,139901.0
864,2018.0,April,Bus,Adult Single Bus Trip 2,75101.0
865,2018.0,April,Bus,Adult Single Bus Trip 3,25295.0
866,2018.0,April,Bus,Child/Youth,1426034.0
867,2018.0,April,Bus,Child/Youth Single Bus Trip 1,41733.0
868,2018.0,April,Bus,Child/Youth Single Bus Trip 2,32744.0
869,2018.0,April,Bus,Child/Youth Single Bus Trip 3,9079.0
870,2018.0,April,Bus,Concession,1787676.0
871,2018.0,April,Bus,Day Pass Child/Youth w/o SAF,8.0
872,2018.0,April,Bus,Day Pass without SAF,111.0
873,2018.0,April,Bus,Employee,70833.0
874,2018.0,April,Bus,Free Travel,36465.0
875,2018.0,April,Bus,On Demand,1319.0
876,2018.0,April,Bus,Other,41889.0
877,2018.0,April,Bus,School Student,1243894.0
878,2018.0,April,Bus,Senior/Pensioner,3949337.0
879,2018.0,April,Ferry,Adult,982513.0
880,2018.0,April,Ferry,CTP,20559.0
881,2018.0,April,Ferry,Child/Youth,156154.0
882,2018.0,April,Ferry,Concession,29908.0
883,2018.0,April,Ferry,Employee,4990.0
884,2018.0,April,Ferry,Free Travel,2131.0
885,2018.0,April,Ferry,School Student,1064.0
886,2018.0,April,Ferry,Senior/Pensioner,214610.0
887,2018.0,April,Ferry,Sgl Trip Ferry Adult,54494.0
888,2018.0,April,Ferry,Sgl Trip Ferry Child/Youth,16375.0
889,2018.0,April,Light Rail,Adult,586057.0
890,2018.0,April,Light Rail,CTP,6047.0
891,2018.0,April,Light Rail,Child/Youth,48611.0
892,2018.0,April,Light Rail,Concession,28950.0
893,2018.0,April,Light Rail,Employee,1.0
894,2018.0,April,Light Rail,Free Travel,887.0
895,2018.0,April,Light Rail,School Student,2521.0
896,2018.0,April,Light Rail,Senior/Pensioner,151012.0
897,2018.0,April,Light Rail,Sgl Trip LR Adult,3698.0
898,2018.0,April,Light Rail,Sgl Trip LR Child/Youth,1173.0
899,2018.0,April,Train,Adult,23988605.0
900,2018.0,April,Train,Child/Youth,1375098.0
901,2018.0,April,Train,Concession,2206207.0
902,2018.0,April,Train,Day Pass Child/Youth w/o SAF,6.0
903,2018.0,April,Train,Day Pass without SAF,102.0
904,2018.0,April,Train,Employee,262786.0
905,2018.0,April,Train,Free Travel,28378.0
906,2018.0,April,Train,School Student,491342.0
907,2018.0,April,Train,Senior/Pensioner,2776197.0
908,2018.0,April,Train,Sgl Trip Rail Adult,303161.0
909,2018.0,April,Train,Sgl Trip Rail Child/Youth,80284.0
910,2018.0,May,Bus,Adult,15824004.0
911,2018.0,May,Bus,Adult Single Bus Trip 1,138667.0
912,2018.0,May,Bus,Adult Single Bus Trip 2,73371.0
913,2018.0,May,Bus,Adult Single Bus Trip 3,24464.0
914,2018.0,May,Bus,Child/Youth,1184699.0
915,2018.0,May,Bus,Child/Youth Single Bus Trip 1,29882.0
916,2018.0,May,Bus,Child/Youth Single Bus Trip 2,19692.0
917,2018.0,May,Bus,Child/Youth Single Bus Trip 3,5125.0
918,2018.0,May,Bus,Concession,2210352.0
919,2018.0,May,Bus,Day Pass Child/Youth w/o SAF,29.0
920,2018.0,May,Bus,Day Pass without SAF,206.0
921,2018.0,May,Bus,Employee,79814.0
922,2018.0,May,Bus,Free Travel,41549.0
923,2018.0,May,Bus,On Demand,1782.0
